id,comment,chars,relevance,risk_behaviors,primary_risk,risk_verbatim,relation,cancer_type,health_seeking,outcome,note,conf_overall,flags
c0221,,336,personal_story,strong_flavour|raw_undercooked|fermented_pickled|sugary_drinks|poor_sleep|alcohol,strong_flavour,ของเผ็ด | ลาบเลือด | แหนมเนื้อ | น้ำอัดลม | นอนน้อย | เหล้ากินนิดหน่อย,self,colorectal,diet_lifestyle,remission,ผู้แสดงความคิดเห็นเล่าว่าเคยเป็นมะเร็งลำไส้ระยะ 3 และรักษาหายมา 9 ปีแล้ว โดยระบุพฤติกรรมในอดีตว่าชอบกินของเผ็ด ลาบเลือด แหนมเนื้อ ดื่มน้ำอัดลม นอนน้อย และดื่มเหล้าเล็กน้อย,0.95,
c0223,ทำไงไม่ให้เครียด,16,risk_opinion,stress,stress,เครียด,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นสอบถามวิธีจัดการไม่ให้เกิดความเครียด,0.85,
c0224,"หักโหมงานเพื่อให้ลูกทั้งสามจบปริญญา,เป็นคนสนุก,เพียงท้องผูกเป็นนิสัย.แม่เป็น",76,personal_story,overwork|irregular_bowel,overwork,หักโหมงาน | ท้องผูกเป็นนิสัย,family,unspecified,none_mentioned,not_stated,แม่ของผู้แสดงความคิดเห็นทำงานหักโหมและมีอาการท้องผูกเป็นนิสัย โดยระบุว่าแม่เป็นมะเร็ง,0.85,
c0227,เครียด พักผ่อนน้อย ทานอาหารรสจัด/อาหารหมักดอง +เคี้ยวอาหารไม่ละเอียด ไม่ค่อยขับถ่าย ดื่มแอลกอฮอล์บ่อย,101,risk_opinion,stress|poor_sleep|overwork|strong_flavour|fermented_pickled|irregular_bowel|alcohol|other_risk,stress,เครียด | พักผ่อนน้อย | ทานอาหารรสจัด | อาหารหมักดอง | เคี้ยวอาหารไม่ละเอียด | ไม่ค่อยขับถ่าย | ดื่มแอลกอฮอล์บ่อย,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมเสี่ยง ได้แก่ ความเครียด พักผ่อนน้อย ทานอาหารรสจัดและของหมักดอง เคี้ยวอาหารไม่ละเอียด ขับถ่ายไม่ปกติ และดื่มแอลกอฮอล์บ่อย,0.95,
c0228,,393,risk_opinion,chemicals|sugary_drinks|other_risk,chemicals,สารกันบูด | สารให้ความหวาน | สิ่งเจือปนอื่นๆ | เชื้อรา,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นมองว่าแม้จะดูแลสุขภาพและทานอาหารดี แต่ยังมีความเสี่ยงจากสารปนเปื้อนในอาหาร เช่น สารกันบูด สารให้ความหวาน และเชื้อราในเครื่องปรุงที่เปิดใช้แล้ว,0.9,
c0229,ลืมกินยาคุม แล้วกินเบิ้ลประจำ สรุปเป็นมะเร็งเต้านม ค่า,54,personal_story,hormones_meds,hormones_meds,ลืมกินยาคุม แล้วกินเบิ้ลประจำ,self,breast,none_mentioned,not_stated,ผู้แสดงความคิดเห็นเล่าว่าตนเองลืมกินยาคุมและกินเบิ้ลเป็นประจำ สรุปตรวจพบว่าเป็นมะเร็งเต้านม,0.92,
c0230,เครียด & นอนไม่หลับ นอนดึก ค่ะ,30,risk_opinion,stress|poor_sleep,stress,เครียด | นอนไม่หลับ | นอนดึก,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าความเครียด การนอนไม่หลับ และการนอนดึก เป็นปัจจัยเสี่ยงต่อการเกิดมะเร็ง,0.95,
c0231,,699,advice_info,none_mentioned,none_mentioned,,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นมองว่ามะเร็งเกิดจากธรรมชาติของร่างกายที่เซลล์กลายพันธุ์ จึงไม่สามารถป้องกันได้แน่นอน และแนะนำให้ใช้ชีวิตอย่างมีสติ ปล่อยวางความกังวล,0.9,
c0232,ฉัดวันซีน…,10,risk_opinion,hormones_meds,hormones_meds,ฉัดวันซีน,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุสั้นๆ ถึงการฉีดวัคซีน (พิมพ์ว่า ฉัดวันซีน…) ว่าอาจเป็นสาเหตุของความเสี่ยง,0.55,too_short_to_judge|medical_misinformation
c0233,ตวันบุหรี่กับสิ่งรอบตัว,23,risk_opinion,smoking|pollution,smoking,ตวันบุหรี่ | สิ่งรอบตัว,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าความเสี่ยงคือควันบุหรี่ (พิมพ์ผิดเป็น ตวันบุหรี่) และสิ่งแวดล้อมรอบตัว,0.85,
c0234,ไม่ตัดคาร์บเลย กินอาหารที่คาร์บสูงและมีสารสังเคราะห์ตลอดชีวิตแต่ลดไขมันและโปรตีนจากสัตว์ พักผ่อนไม่พอ ไม่นอนในเวลาที่ร่างกายต้องเผาผลาญเลย ไม่เคลื่อนไหวร่างกาย และเครียดค่ะ,172,risk_opinion,unhealthy_diet_general|chemicals|poor_sleep|no_exercise|stress,unhealthy_diet_general,ไม่ตัดคาร์บเลย | กินอาหารที่คาร์บสูง | สารสังเคราะห์ | พักผ่อนไม่พอ | ไม่นอนในเวลาที่ร่างกายต้องเผาผลาญเลย | ไม่เคลื่อนไหวร่างกาย | เครียด,general,not_stated,none_mentioned,not_stated,ระบุพฤติกรรมเสี่ยง ได้แก่ การรับประทานอาหารคาร์โบไฮเดรตสูงและมีสารสังเคราะห์ การพักผ่อนไม่เพียงพอ นอนไม่เป็นเวลา การไม่เคลื่อนไหวร่างกาย และความเครียด,0.88,
c0235,,266,advice_info,none_mentioned,none_mentioned,,general,unspecified,sought_care_prompt|faith_spiritual|advice_to_others,not_stated,ผู้แสดงความคิดเห็นให้กำลังใจและชี้ว่าทุกคนมีความเสี่ยงเป็นมะเร็งเท่ากัน พร้อมแนะนำให้รีบรักษาแต่เนิ่นๆ และมีจิตใจที่เข้มแข็งเพื่อต่อสู้กับโรค,0.9,
c0237,นอนดึก พักไม่พอ,15,risk_opinion,poor_sleep|overwork,poor_sleep,นอนดึก | พักไม่พอ,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าการนอนดึกและการพักผ่อนไม่เพียงพอเป็นพฤติกรรมเสี่ยง,0.92,
c0239,Eat หมูกะทะ,11,risk_opinion,grilled_charred,grilled_charred,Eat หมูกะทะ,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าการกินหมูกระทะเป็นพฤติกรรมเสี่ยง,0.88,
c0240,กรรมใคร กรรมมัน,15,risk_opinion,other_risk,other_risk,กรรมใคร กรรมมัน,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นกล่าวว่ากรรมใครกรรมมัน ซึ่งเป็นการมองว่าเป็นเรื่องของเวรกรรม ไม่ได้ระบุพฤติกรรมเสี่ยงทางการแพทย์หรือกรณีศึกษาเฉพาะเจาะจง,0.7,ambiguous|too_short_to_judge
c0241,มะเร็ง คหสต. นะคะคิดว่าเป็นโรคที่นอกจากเรื่องพฤติกรรมการกินอาหาร การพักผ่อน การใช้ชีวิตเสี่ยง ๆ แล้ว ก็เป็นโรคของคนโชคร้ายโดนแจ็คพอตก็ว่าได้ บางคนดูแลตัวเองดีมาก ๆ ยังเป็น บางทีก็อยู่ที่เดอะดวงด้วย,197,risk_opinion,other_risk|unhealthy_diet_general|overwork,other_risk,พฤติกรรมการกินอาหาร | การพักผ่อน | การใช้ชีวิตเสี่ยง ๆ | โชคร้ายโดนแจ็คพอต | อยู่ที่เดอะดวง,general,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นมองว่ามะเร็งเกิดจากพฤติกรรมการกิน การพักผ่อน และการใช้ชีวิตเสี่ยง แต่ก็ขึ้นอยู่กับโชคหรือดวงด้วยเนื่องจากบางคนดูแลตัวเองดีก็ยังป่วย,0.85,
c0242,ชอบเผาขยะ,9,risk_opinion,smoke_fumes_home,smoke_fumes_home,ชอบเผาขยะ,general,not_stated,none_mentioned,not_stated,ระบุว่าพฤติกรรมการชอบเผาขยะเป็นสาเหตุหรือปัจจัยเสี่ยงต่อการเกิดโรคมะเร็ง,0.85,
c0243,อย่ากินแต่มาม่า,15,risk_opinion,processed_meat,processed_meat,กินแต่มาม่า,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นเตือนว่าอย่ารับประทานบะหมี่กึ่งสำเร็จรูปเป็นประจำเพียงอย่างเดียว,0.85,
c0244,กินของแปรรูปมาทั้งชีวิต ดื่ม เที่ยว กินของเซเว่นบ่อย ความเครียดสะสม,67,risk_opinion,processed_meat|alcohol|stress,processed_meat,กินของแปรรูปมาทั้งชีวิต | ดื่ม | กินของเซเว่นบ่อย | ความเครียดสะสม,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมเสี่ยงของตนเอง เช่น กินอาหารแปรรูปและของเซเว่น ดื่มแอลกอฮอล์ เที่ยว และมีความเครียดสะสม,0.9,
c0245,อาหารแปรรูปเป็นหลัก ไม่ใช่แค่บะหมี่กึ่ง แต่เป็นพวกปรุงสำเร็จ ทั้งซอง ทั้งกล่อง และขนมใดๆ พร้อมกับความเครียดทุกขณะจิต,116,risk_opinion,processed_meat|stress,processed_meat,อาหารแปรรูป | บะหมี่กึ่ง | ปรุงสำเร็จ ทั้งซอง ทั้งกล่อง และขนมใดๆ | ความเครียดทุกขณะจิต,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าอาหารแปรรูป ปรุงสำเร็จ ขนม และความเครียดเป็นสาเหตุของความเสี่ยง,0.95,
c0246,นอนน้อย กินไม่เป็นเวลา ดื่มน้ำน้อย ฝืนทำงาน กินของไม่มีประโยชน์ ติดต่อกัน 4 ปี สิ่งที่ได้ ภูมิตก แต่ยังฝืน ทำแบบเดิมๆ สุดท้าย ได้มะเร็งเม็ดเลือดขาวจ้า,150,personal_story,poor_sleep|irregular_meals|other_risk|overwork|unhealthy_diet_general,poor_sleep,นอนน้อย | กินไม่เป็นเวลา | ดื่มน้ำน้อย | ฝืนทำงาน | กินของไม่มีประโยชน์,self,leukemia,none_mentioned,not_stated,ผู้แสดงความเห็นเล่าประสบการณ์ตนเองว่ามีพฤติกรรมนอนน้อย กินไม่ตรงเวลา ดื่มน้ำน้อย ฝืนทำงานหนัก และกินของไม่มีประโยชน์ติดต่อกัน 4 ปี จนกระทั่งป่วยเป็นมะเร็งเม็ดเลือดขาว,0.95,
c0247,ขยายเรื่องชอบกินบะหมี่สำเร็จรูปหน่อยครับ เพราะชอบกินมากกก,57,risk_opinion,processed_meat,processed_meat,ชอบกินบะหมี่สำเร็จรูป,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าตนเองชอบกินบะหมี่กึ่งสำเร็จรูปมาก และขอให้ขยายความข้อมูลเกี่ยวกับประเด็นนี้เพิ่มเติม,0.85,
c0248,ไม่มีพันธุกรรม เป็นพยาบาล ดูแลตัวเองดีมาก ยกเว้นนอนไม่เป็นเวลา และเป็นมะเร็งไทรอยด์ค่ะ บางทีมะเร็ง มันก็มาแบบอยากจะเกิดก็ได้นะคะ,128,personal_story,poor_sleep,poor_sleep,นอนไม่เป็นเวลา,self,thyroid,none_mentioned,not_stated,ผู้แสดงความเห็นเป็นพยาบาลและป่วยเป็นมะเร็งไทรอยด์ ระบุว่าไม่มีประวัติกรรมพันธุ์และดูแลตนเองดี ยกเว้นมีพฤติกรรมนอนไม่เป็นเวลา,0.95,
c0249,,479,risk_opinion,other_risk|infection,other_risk,ฉีดวัคซีนโควิด | เคยติดโควิด,general,unspecified,none_mentioned,not_stated,ผู้แสดงความเห็นตั้งข้อสังเกตว่าการฉีดวัคซีนโควิดและการติดเชื้อโควิดส่งผลให้ภูมิคุ้มกันลดลงและเสี่ยงต่อการเป็นมะเร็งหรือเสียชีวิตมากขึ้น แม้จะมีพฤติกรรมสุขภาพที่ดีก็ตาม,0.85,medical_misinformation
c0250,"นอนน้อยวันนึงไม่เกิน 3-4 ชม. (ทำแค่ 2 ปี) เครียด กินอาหารแปรรูปบ่อย ติดหวาน ไม่ออกกำลังกาย
#มะเร็งไทรอยด์",105,personal_story,poor_sleep|stress|processed_meat|sugary_drinks|no_exercise,poor_sleep,นอนน้อยวันนึงไม่เกิน 3-4 ชม. | เครียด | กินอาหารแปรรูปบ่อย | ติดหวาน | ไม่ออกกำลังกาย,self,thyroid,none_mentioned,not_stated,ผู้แสดงความเห็นระบุว่าเป็นมะเร็งไทรอยด์ โดยเล่าพฤติกรรมเสี่ยงของตนเอง ได้แก่ นอนน้อย เครียด กินอาหารแปรรูปบ่อย ติดหวาน และไม่ออกกำลังกาย,0.92,
c0251,เครียดน่ะ พักผ่อนน้อย,21,risk_opinion,stress|poor_sleep,stress,เครียด | พักผ่อนน้อย,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าความเครียดและการพักผ่อนน้อยเป็นพฤติกรรมเสี่ยง,0.9,
c0252,,238,personal_story,genetic_family,genetic_family,กรรมพันธุ์,family,unspecified,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าคนในครอบครัวไม่สูบบุหรี่และไม่ดื่มแอลกอฮอล์แต่ก็ยังเป็นมะเร็ง โดยมองว่าสาเหตุส่วนหนึ่งน่าจะมาจากกรรมพันธุ์และโชคชะตา,0.85,
c0253,เราต้องไม่เครียดนะคะ,20,advice_info,none_mentioned,none_mentioned,,general,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นแนะนำว่าต้องไม่เครียด,0.8,
c0254,ใส่ใจสุขภาพ,11,advice_info,none_mentioned,none_mentioned,,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นแนะนำสั้นๆ ให้ใส่ใจสุขภาพ โดยไม่ได้ระบุพฤติกรรมเสี่ยงหรือชนิดของมะเร็ง,0.65,too_short_to_judge
c0255,คุณตาชอบสูบใบจาก แกเป็นมะเร็งหลังโพรงจมูก สงสารแกมากเลยค่ะ แกเสียไปแล้ว,71,personal_story,smoking,smoking,สูบใบจาก,family,nasopharynx,none_mentioned,died,คุณตาของผู้แสดงความคิดเห็นชอบสูบใบจากและป่วยเป็นมะเร็งหลังโพรงจมูก ปัจจุบันเสียชีวิตแล้ว,0.95,
c0256,"ควบคุม อารมณ์ ของตัวเองให้ดี
พักผ่อนให้เหมาะสม
ขับถ่ายให้เป็นเวลา",65,advice_info,none_mentioned,none_mentioned,,general,not_stated,none_mentioned,not_stated,แนะนำให้ควบคุมอารมณ์ พักผ่อนให้เหมาะสม และขับถ่ายให้เป็นเวลา,0.88,
c0257,กินคลีน ออกกำลังกาย พักผ่อนเพียงพอ ดื่มน้ำ2-3ลิตรต่อวัน ทานวิตามินและโปรตีน แอลกอฮอล์ไม่ดื่ม บุหรี่ไม่สูบ ดูแลอย่างดีพร้อม สรุป คนอื่นสูบใส่ทุกวัน 55555,152,risk_opinion,smoking,smoking,คนอื่นสูบใส่ทุกวัน,self,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นเล่าเชิงขบขันว่าตนเองดูแลสุขภาพอย่างดี ไม่ดื่มเหล้าไม่สูบบุหรี่ แต่สุดท้ายได้รับควันบุหรี่มือสองจากคนอื่นที่สูบใส่ทุกวัน,0.88,sarcasm_or_joke
c0259,ร่างกายครับ ส่วนใหญ่เลย เรียกว่าบุญเก่าก็ได้ กินของทอด หวานๆ นอนเช้า เหล้าบุหรี่ ตั้งแต่15 อยู่จน 95 ก็มี ปู่ผมเอง,114,risk_opinion,fried_fatty|sugary_drinks|poor_sleep|alcohol|smoking,fried_fatty,ของทอด | หวานๆ | นอนเช้า | เหล้า | บุหรี่,family,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นมองว่าร่างกายหรือต้นทุนสุขภาพ (บุญเก่า) มีผลมาก โดยยกตัวอย่างปู่ของตนที่กินของทอด ของหวาน นอนเช้า ดื่มเหล้าและสูบบุหรี่ตั้งแต่อายุ 15 แต่ยังอยู่ได้ถึงอายุ 95 ปี,0.88,
c0260,ไมโครพลาสติกนี่แหล่ะตัวดีเลย เลี่ยงก็ไม่ได้,43,risk_opinion,chemicals,chemicals,ไมโครพลาสติก,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าไมโครพลาสติกเป็นปัจจัยเสี่ยงสำคัญและหลีกเลี่ยงได้ยาก,0.88,
c0261,นอนไม่พอ อดนอนเป็นเวลานาน ประมาณ 1 เดือน ทุกวัน จะส่งผลเป็นได้ ที่รู้จกมาก็หลายคนแล้ว ที่เป็นและเสียไปค่ะ,105,personal_story,poor_sleep,poor_sleep,นอนไม่พอ | อดนอนเป็นเวลานาน,friend,not_stated,none_mentioned,died,ผู้แสดงความเห็นระบุว่าการนอนไม่พอหรืออดนอนติดต่อกันเป็นเวลานานส่งผลให้เป็นโรคได้ และระบุว่ามีคนรู้จักหลายคนที่เป็นและเสียชีวิตไปแล้ว,0.88,
c0262,นอนดึก เครียด กินซ้ำซาก กินของไม่มีคุณภาพค่ะ,44,risk_opinion,poor_sleep|stress|unhealthy_diet_general,poor_sleep,นอนดึก | เครียด | กินซ้ำซาก | กินของไม่มีคุณภาพ,general,not_stated,none_mentioned,not_stated,ระบุพฤติกรรมเสี่ยงว่าเกิดจากการนอนดึก ความเครียด การกินอาหารซ้ำซาก และการกินอาหารที่ไม่มีคุณภาพ,0.9,
c0264,พี่สาว ให้นมลูก จนนมเป็นก้อน กลายเป็นมะเร็งค่ะ,46,personal_story,other_risk,other_risk,ให้นมลูก จนนมเป็นก้อน,family,breast,none_mentioned,not_stated,พี่สาวของผู้แสดงความเห็นให้นมลูกจนเต้านมเป็นก้อนและกลายเป็นมะเร็ง,0.9,medical_misinformation
c0265,เป็นกรดไหลย้อนกับกระเพาะอักเสบ แต่ยังชอบกินอาหารรสจัด,53,risk_opinion,strong_flavour|chronic_condition,strong_flavour,กรดไหลย้อน | กระเพาะอักเสบ | อาหารรสจัด,self,not_stated,none_mentioned,not_stated,ผู้แสดงความเห็นระบุว่าตนเองเป็นกรดไหลย้อนและกระเพาะอาหารอักเสบ แต่ยังคงชอบรับประทานอาหารรสจัด,0.85,
c0266,ปวดท้องร้าวไปหลังเวลาเป็นประจำเดือนค่ะ อดทนไม่ยอมหาหมอ แจ๊กพอตแตกเลย,68,personal_story,no_screening,no_screening,อดทนไม่ยอมหาหมอ,self,unspecified,delayed_care,not_stated,ผู้แสดงความคิดเห็นเล่าว่ามีอาการปวดท้องร้าวไปหลังเวลาเป็นประจำเดือนและอดทนไม่ยอมไปพบแพทย์จนตรวจพบความผิดปกติ,0.8,
c0267,กินอาหารเดิมๆ แกงกะทิ อาหารอุ่นซ้ำๆ บ่อยๆ,41,risk_opinion,other_risk|fried_fatty|reheated_leftover,other_risk,กินอาหารเดิมๆ | แกงกะทิ | อาหารอุ่นซ้ำๆ บ่อยๆ,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าพฤติกรรมเสี่ยงมะเร็งคือการกินอาหารเดิมๆ กินแกงกะทิ และการกินอาหารที่นำมาอุ่นซ้ำบ่อยๆ,0.87,
c0268,เครียด กินไส้กรอก ของมันๆ ทอดๆ กินอาหารซ้ำ ค้างคืน,50,risk_opinion,stress|processed_meat|fried_fatty|reheated_leftover,stress,เครียด | กินไส้กรอก | ของมันๆ ทอดๆ | กินอาหารซ้ำ ค้างคืน,general,not_stated,none_mentioned,not_stated,ระบุพฤติกรรมเสี่ยงคือความเครียด การรับประทานไส้กรอก ของทอดของมัน และอาหารค้างคืนหรืออุ่นซ้ำ,0.95,
c0269,"คุณแม่ชอบทานแต่ผัก,ปลา ไม่ทานเครื่องใน ออกกำลังกายทุกเช้า ไม่เคยเข้าโรงพยาบาล ยกเว้นตอนคลอดเราออกมา
#เป็นมะเร็งค่ะ
นอนโรงพยาบาลได้ 4คืน ท่านก็จากไป",147,personal_story,none_mentioned,none_mentioned,,family,unspecified,none_mentioned,died,ผู้แสดงความเห็นเล่าว่าคุณแม่มีพฤติกรรมสุขภาพดี ทานผักปลาและออกกำลังกายเป็นประจำ แต่ป่วยเป็นมะเร็งและเสียชีวิตหลังนอนโรงพยาบาลได้ 4 คืน,0.95,
c0271,เครียด นอนดึก กินของไม่มีประโยชน์ ครับ,38,risk_opinion,stress|poor_sleep|unhealthy_diet_general,stress,เครียด | นอนดึก | กินของไม่มีประโยชน์,general,not_stated,none_mentioned,not_stated,ระบุพฤติกรรมเสี่ยงว่าคือความเครียด การนอนดึก และการรับประทานอาหารที่ไม่มีประโยชน์,0.95,
c0272,,265,personal_story,processed_meat|strong_flavour|fried_fatty,processed_meat,ลูกชิ้น | ส้มตำ | ขนมจีนน้ำยา | ของทอด | บะหมี่กึ่งสำเร็จรูป | อาหารแปรรูป,self,unspecified,surgery|chemotherapy|advice_to_others,in_treatment,ผู้แสดงความเห็นเล่าประสบการณ์ตนเองป่วยเป็นมะเร็งจากการรับประทานลูกชิ้น ส้มตำ ขนมจีนน้ำยา ของทอด และอาหารแปรรูปต่อเนื่อง ได้รับการรักษาด้วยการผ่าตัดและให้เคมีบำบัด,0.92,
c0273,ชอบกินกระเทียม หอมแดง พริกแห้ง อ้วน กินยาเยอะ กินของมัน ของทอด ปิ้ง ย่าง เกรียมๆกรอบๆ กินมื้อดึก ของค้างคืน ยาหม้อสมุนไพร,121,risk_opinion,overweight|hormones_meds|fried_fatty|grilled_charred|irregular_meals|reheated_leftover|other_risk,overweight,ชอบกินกระเทียม หอมแดง พริกแห้ง | อ้วน | กินยาเยอะ | กินของมัน ของทอด | ปิ้ง ย่าง เกรียมๆกรอบๆ | กินมื้อดึก | ของค้างคืน | ยาหม้อสมุนไพร,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมเสี่ยงต่างๆ เช่น ความอ้วน การกินยาเยอะ กินของมัน ของทอด ปิ้งย่างเกรียม กินมื้อดึก ของค้างคืน และยาหม้อสมุนไพร,0.9,
c0274,,432,personal_story,grilled_charred|fried_fatty|low_veg_fibre|sugary_drinks|overweight|unhealthy_diet_general,grilled_charred,ไก่ย่าง หมูย่าง | ติดมัน | ไก่ทอด หมูทอด | ไม่กินผักและผลไม้เลยยยยย | กินขนมทุกสิ่ง | กินแต่น้ำอัดลม | น้ำหนักเกิน | กินเยอะ กินจุ,family,colorectal,none_mentioned,died,พี่ชายของผู้โพสต์เสียชีวิตจากมะเร็งลำไส้ โดยมีพฤติกรรมชอบกินของปิ้งย่าง ของทอด ของมัน น้ำอัดลม ขนม ไม่กินผักผลไม้ และมีน้ำหนักเกิน,0.95,
c0275,บุหรี่มือ2,10,risk_opinion,smoking,smoking,บุหรี่มือ2,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าบุหรี่มือสองเป็นพฤติกรรมเสี่ยง,0.95,
c0276,หนูว่าอากาศ ฝุ่น ปัจจัยหลักๆเลยค่ะ,34,risk_opinion,pollution,pollution,อากาศ | ฝุ่น,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นมองว่าสภาพอากาศและฝุ่นเป็นปัจจัยหลักที่ก่อให้เกิดมะเร็ง,0.95,
c0277,พักผ่อนน้อย นอนไม่ค่อยหลับ และเครียดสะสมรวมถึงเครียดไม่รู้ตัวอะ ปัจจัยหลักๆ ก่อนเจอ,83,personal_story,overwork|poor_sleep|stress,overwork,พักผ่อนน้อย | นอนไม่ค่อยหลับ | เครียดสะสมรวมถึงเครียดไม่รู้ตัว,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่ามีพฤติกรรมพักผ่อนน้อย นอนไม่ค่อยหลับ และมีความเครียดสะสมโดยไม่รู้ตัวเป็นปัจจัยหลักก่อนตรวจพบโรค,0.85,
c0278,ชั้นผู้เครียดมากๆว่าจ่ะเป็น จนอยากกระโดดหน้าต่าง,48,risk_opinion,stress,stress,เครียดมากๆ,self,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าตัวเองมีความเครียดมากว่าจะป่วยเป็นโรค,0.85,
c0279,กินเหล้า นอนน้อยไม่ถึง6ชม.ต่อวันสะสมมาเป็นปี,44,risk_opinion,alcohol|poor_sleep,alcohol,กินเหล้า | นอนน้อยไม่ถึง6ชม.ต่อวันสะสมมาเป็นปี,general,not_stated,none_mentioned,not_stated,ระบุพฤติกรรมเสี่ยงว่าคือการดื่มเหล้าและการนอนน้อยไม่ถึง 6 ชั่วโมงต่อวันสะสมเป็นเวลาหลายปี,0.95,
c0280,,373,personal_story,stress|smoking|alcohol|processed_meat|poor_sleep|genetic_family,stress,เครียดจากปัญหาครอบครัว-ลูก | สูบบุหรี่ | กินเบียร์ทุกวัน 2-3 ขวด | กินอาหารแปรรูปบ่อยมาก | นอนไม่เคยพอ นอนตี3 ตื่นหกโมง | กรรมพันธุ์,self,unspecified,none_mentioned,not_stated,ผู้แสดงความคิดเห็นเล่าประสบการณ์ตนเองช่วงเป็นพ่อเลี้ยงเดี่ยวที่มีความเครียด สูบบุหรี่ ดื่มเบียร์ กินอาหารแปรรูป และนอนน้อย จนตรวจพบว่าเป็นมะเร็งระยะที่ 4 และพบว่ามีประวัติกรรมพันธุ์,0.95,
c0281,เครียด,6,risk_opinion,stress,stress,เครียด,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าความเครียดเป็นสาเหตุของความเสี่ยง,0.85,
c0282,สอบถามครับ แม่เป็นมะเร็งเต้านม ลูกผู้ชายมีโอกาสเป็นมะเร็งอื่นมั้ยครับ,69,personal_story,none_mentioned,none_mentioned,,family,breast,none_mentioned,not_stated,ผู้โพสต์สอบถามว่าแม่เป็นมะเร็งเต้านมแล้วลูกชายจะมีโอกาสเป็นมะเร็งชนิดอื่นหรือไม่ ไม่ได้ระบุพฤติกรรมเสี่ยงหรือการรักษา,0.92,
c0283,,277,risk_opinion,poor_sleep|overwork|alcohol|smoking|processed_meat|stress|no_exercise|fried_fatty|unhealthy_diet_general,poor_sleep,นอนดึก | พักผ่อนน้อย | ดื่มแอลกอฮอล | สูบบุหรี่ | กินอาหารแปรรูป | ความเครียดสะสม | ไม่ออกกำลังกาย | ทานแป้ง เนย ชีส ( เบเกอรี่ ),general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุพฤติกรรมเสี่ยงมะเร็ง ได้แก่ นอนดึก พักผ่อนน้อย ดื่มแอลกอฮอล์ สูบบุหรี่ อาหารแปรรูป ความเครียด ไม่ออกกำลังกาย และทานแป้งเนยชีส พร้อมระบุคำแนะนำให้รับประทานอาหารที่หลากหลาย,0.88,
c0284,,488,personal_story,none_mentioned,none_mentioned,,self,breast,screening_checkup,remission,ผู้แสดงความเห็นเคยเป็นมะเร็งเต้านมเมื่อปี 2562 ปัจจุบันรักษาหายและผลตรวจปกติต่อเนื่อง 5 ปี โดยเล่าว่าดูแลสุขภาพ ทานอาหารดี และออกกำลังกายสม่ำเสมอมาตลอด,0.95,
c0286,ยังขาดความรู้ความเข้าใจ ในการดูแลสุขภาพ,39,risk_opinion,other_risk,other_risk,ยังขาดความรู้ความเข้าใจ ในการดูแลสุขภาพ,general,not_stated,none_mentioned,not_stated,แสดงความเห็นว่าปัจจัยเสี่ยงเกิดจากการยังขาดความรู้ความเข้าใจในการดูแลสุขภาพ,0.85,
c0287,อาหารแปรรูป,11,risk_opinion,processed_meat,processed_meat,อาหารแปรรูป,general,not_stated,none_mentioned,not_stated,ผู้แสดงความคิดเห็นระบุว่าอาหารแปรรูปเป็นพฤติกรรมหรือปัจจัยเสี่ยงของการเกิดมะเร็ง,0.95,
